"","**Characteristic**","**exp(Beta)**","**95% CI**","**p-value**"
"1","Larvae_pCO2",NA,NA,NA
"2","Low pCO2",NA,NA,NA
"3","Moderate pCO2","1.02","0.94, 1.10","0.6"
